Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
15,M10,156.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 10 — simplex, réception seule",,,,
16,M11,156.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 11 — simplex, réception seule",,,,
17,M12,156.600000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 12 — simplex, réception seule",,,,
18,M13,156.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 13 — simplex, réception seule",,,,
19,M14,156.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 14 — simplex, réception seule",,,,
20,M15,156.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 15 — simplex, réception seule",,,,
21,M16,156.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 16 — détresse, sécurité et appel, réception seule",,,,
22,M17,156.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 17 — simplex, réception seule",,,,
23,M18-S,156.900000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 18 — côté navire, réception seule",,,,
24,M18-C,161.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 18 — côté station côtière, réception seule",,,,
25,M19-S,156.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 19 — côté navire, réception seule",,,,
26,M19-C,161.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 19 — côté station côtière, réception seule",,,,
27,M20-S,157.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 20 — côté navire, réception seule",,,,
28,M20-C,161.600000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 20 — côté station côtière, réception seule",,,,
29,M21-S,157.050000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 21 — côté navire, réception seule",,,,
30,M21-C,161.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 21 — côté station côtière, réception seule",,,,
31,M22-S,157.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 22 — côté navire, réception seule",,,,
32,M22-C,161.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 22 — côté station côtière, réception seule",,,,
33,M23-S,157.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 23 — côté navire, réception seule",,,,
34,M23-C,161.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 23 — côté station côtière, réception seule",,,,
35,M24-S,157.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 24 — côté navire, réception seule",,,,
36,M24-C,161.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 24 — côté station côtière, réception seule",,,,
37,M25-S,157.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 25 — côté navire, réception seule",,,,
38,M25-C,161.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 25 — côté station côtière, réception seule",,,,
39,M26-S,157.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 26 — côté navire, réception seule",,,,
40,M26-C,161.900000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 26 — côté station côtière, réception seule",,,,
41,M27-S,157.350000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 27 — côté navire, réception seule",,,,
42,M27-C,161.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 27 — côté station côtière, réception seule",,,,
43,M28-S,157.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 28 — côté navire, réception seule",,,,
44,M28-C,162.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 28 — côté station côtière, réception seule",,,,
45,M60-S,156.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 60 — côté navire, réception seule",,,,
46,M60-C,160.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 60 — côté station côtière, réception seule",,,,
47,M61-S,156.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 61 — côté navire, réception seule",,,,
48,M61-C,160.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 61 — côté station côtière, réception seule",,,,
49,M62-S,156.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 62 — côté navire, réception seule",,,,
50,M62-C,160.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 62 — côté station côtière, réception seule",,,,
51,M63-S,156.175000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 63 — côté navire, réception seule",,,,
52,M63-C,160.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 63 — côté station côtière, réception seule",,,,
53,M64-S,156.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 64 — côté navire, réception seule",,,,
54,M64-C,160.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 64 — côté station côtière, réception seule",,,,
55,M65-S,156.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 65 — côté navire, réception seule",,,,
56,M65-C,160.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 65 — côté station côtière, réception seule",,,,
57,M66-S,156.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 66 — côté navire, réception seule",,,,
58,M66-C,160.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 66 — côté station côtière, réception seule",,,,
59,M67,156.375000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 67 — simplex, réception seule",,,,
60,M68,156.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 68 — simplex, réception seule",,,,
61,M69,156.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 69 — simplex, réception seule",,,,
62,M70,156.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"VHF marine canal 70 — ASN/DSC numérique, réception seule",,,,
63,M71,156.575000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 71 — simplex, réception seule",,,,
64,M72,156.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 72 — simplex, réception seule",,,,
65,M73,156.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 73 — simplex, réception seule",,,,
66,M74,156.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 74 — simplex, réception seule",,,,
67,M75,156.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 75 — simplex, réception seule",,,,
68,M76,156.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 76 — simplex, réception seule",,,,
69,M77,156.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 77 — simplex, réception seule",,,,
70,M78-S,156.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 78 — côté navire, réception seule",,,,
71,M78-C,161.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 78 — côté station côtière, réception seule",,,,
72,M79-S,156.975000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 79 — côté navire, réception seule",,,,
73,M79-C,161.575000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 79 — côté station côtière, réception seule",,,,
74,M80-S,157.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 80 — côté navire, réception seule",,,,
75,M80-C,161.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 80 — côté station côtière, réception seule",,,,
76,M81-S,157.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 81 — côté navire, réception seule",,,,
77,M81-C,161.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 81 — côté station côtière, réception seule",,,,
78,M82-S,157.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 82 — côté navire, réception seule",,,,
79,M82-C,161.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 82 — côté station côtière, réception seule",,,,
80,M83-S,157.175000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 83 — côté navire, réception seule",,,,
81,M83-C,161.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 83 — côté station côtière, réception seule",,,,
82,M84-S,157.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 84 — côté navire, réception seule",,,,
83,M84-C,161.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 84 — côté station côtière, réception seule",,,,
84,M85-S,157.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 85 — côté navire, réception seule",,,,
85,M85-C,161.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 85 — côté station côtière, réception seule",,,,
86,M86-S,157.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 86 — côté navire, réception seule",,,,
87,M86-C,161.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 86 — côté station côtière, réception seule",,,,
88,AIS1,161.975000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"AIS 1 / canal 87B — données numériques, réception seule",,,,
89,AIS2,162.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"AIS 2 / canal 88B — données numériques, réception seule",,,,
