Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
15,PMR16,446.193750,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,PMR446 canal 16 — RX par défaut sur UV-K5; émission seulement avec un équipement PMR446 conforme,,,,
20,APRS-1448,144.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,APRS terrestre Europe — réception seule dans l'export public,,,,
21,ISS-VOICE,145.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS voix — descente mondiale 145.800; montée Région 1 sur 145.200 non exportée — RX seule,,,,
22,ISS-PKT-V,145.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS VHF — 145.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
23,ISS-REP,437.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS répéteur — montée 145.990 CTCSS 67 Hz; descente 437.800 — seule la descente est exportée,,,,
24,ISS-PKT-U,437.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS UHF — 437.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
25,ISS-SSTV,437.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS SSTV — descente UHF 437.550 lors des campagnes annoncées — RX seule,,,,
26,SAT-SO50,436.795000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,SO-50 — montée 145.850 CTCSS 67; descente 436.795 — RX seule,,,,
27,SAT-AO91,145.960000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,AO-91 — montée 435.250; descente 145.960; soleil uniquement — RX seule,,,,
28,SAT-AO123,435.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,AO-123 — montée 145.850 CTCSS 67; descente 435.400 — RX seule,,,,
29,SAT-UP145,145.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,SO-50 / AO-123 montée 145.850 MHz partagée - écoute RX seule,,,,
30,CALL-VHF,145.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM 2 m - plan de bande REF/IARU Region 1 - reception seule,,,,
31,CALL-UHF,433.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM mobile 70 cm - plan de bande REF/IARU Region 1 - reception seule,,,,
32,SAT-UP435,435.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,AO-91 montée 435.250 MHz - satellite limité au soleil - RX seule,,,,
40,01-F1ZOH,430.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZOH Crozet - sortie analogique FM UHF - réception seule,,,,
41,01-F1ZPY,430.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZPY Apremont - sortie analogique FM UHF - réception seule,,,,
42,01-F5ZDT,145.387500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F5ZDT Leyssard - sortie VHF transpondeur analogique - réception seule,,,,
43,ALP432650,432.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,432.650 MHz partagée par F5ZDT Leyssard et F5ZLV Viuz-la-Chiesaz - RX seule,,,,
44,01-F6ZJD,145.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F6ZJD Nurieux - sortie analogique FM VHF - réception seule,,,,
45,38-F1ZCQ,145.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZCQ Échirolles - sortie analogique FM VHF - réception seule,,,,
46,38-F1ZCR,431.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZCR Chamrousse - sortie analogique FM UHF - réception seule,,,,
47,38-F1ZDC,433.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZDC Échirolles - sortie analogique FM UHF - réception seule,,,,
48,38-F1ZFX,145.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZFX Saint-Nizier-du-Moucherotte - sortie VHF analogique - RX seule,,,,
49,ALP432550,432.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,432.550 MHz partagée par F1ZFX et F1ZIC - sorties analogiques - RX seule,,,,
50,38-F1ZIC,144.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZIC Villard-Saint-Christophe - sortie VHF analogique - réception seule,,,,
51,ALP145287,145.287500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,145.2875 MHz partagée par F1ZJQ Saint-Bernard et F1ZHG Albertville - RX seule,,,,
52,38-ZTH-U,431.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZTH Bourgoin-Jallieu - sortie UHF analogique du transpondeur tri-bande - RX seule,,,,
53,38-ZTH-V,145.212500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZTH Bourgoin-Jallieu - sortie VHF analogique du transpondeur tri-bande - RX seule,,,,
54,38-F1ZWY,439.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZWY Saint-Maximin - sortie analogique FM UHF - réception seule,,,,
55,73-F1ZHE,145.262500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZHE Montvalezan - sortie VHF transpondeur analogique - réception seule,,,,
56,ALP432512,432.512500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,"432.5125 MHz partagée par F1ZHE, F1ZHG et F5ZGT - sorties analogiques - RX seule",,,,
57,73-F5ZGT,145.450000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F5ZGT Saint-Martin-de-Belleville - sortie VHF analogique - réception seule,,,,
58,74-F5ZLV,145.412500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F5ZLV Viuz-la-Chiesaz - sortie VHF transpondeur analogique - réception seule,,,,
59,01-ZOH-IN,439.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZOH Crozet entrée 439.625; sortie 430.225 déjà présente - RX seule,,,,
60,01-ZJD-IN,145.037500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F6ZJD Nurieux entrée 145.0375; sortie 145.6375 déjà présente - RX seule,,,,
61,38-ZCQ-IN,145.050000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZCQ Échirolles entrée 145.050; sortie 145.650 déjà présente - RX seule,,,,
62,38-ZCR-IN,430.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZCR Chamrousse entrée 430.325; sortie 431.925 déjà présente - RX seule,,,,
63,38-ZDC-IN,431.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZDC Échirolles entrée 431.425; sortie 433.025 déjà présente - RX seule,,,,
64,74-R7X-IN,145.187500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZJV / F1ZYT entrée VHF partagée 145.1875 - RX seule,,,,
65,74-R7X-OUT,145.787500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,F1ZJV / F1ZYT sortie VHF partagée 145.7875 - RX seule,,,,
90,CH-HB9G-V,145.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,HB9G La Glutte - relais VHF franco-suisse 145.725 MHz - réception seule,,,,
91,CH-HB9G-U,439.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,HB9G Petit-Lancy - relais UHF utilisé pour le QSO de section - réception seule,,,,
92,CH-HG-VIN,145.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,HB9G VHF entrée 145.125; sortie 145.725 déjà présente - RX seule,,,,
93,CH-HG-UIN,431.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,HB9G UHF entrée 431.500; sortie 439.100 déjà présente - RX seule,,,,
125,ANNCY-TWR,118.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,"Annecy 118.200 - TWR, AFIS ou A/A selon horaires - AIRAC 08/26 - RX seule",,,,
126,ANNMS-A-A,125.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Annemasse A/A 125.875 - information usagers - AIRAC 08/26 - RX seule,,,,
127,CHAM-INFO,123.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,"Chambéry 123.700 - FIS, APP ou A/A selon horaires - AIRAC 08/26 - RX seule",,,,
128,CHAM-APP,121.205000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Chambéry Approche 121.205 - AIRAC 08/26 - RX seule,,,,
129,CHAM-TWR,118.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Chambéry Tour 118.300 - AIRAC 08/26 - RX seule,,,,
130,CHAM-ATIS,127.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Chambéry ATIS 127.100 - AIRAC 08/26 - RX seule,,,,
131,VERSD-A-A,121.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Le Versoud 121.000 - TWR ou A/A selon horaires - AIRAC 08/26 - RX seule,,,,
132,GREN-GND,121.930000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Grenoble Sol 121.930 - AIRAC 08/26 - RX seule,,,,
133,GREN-TWR,119.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Grenoble Tour/Gonio 119.300 - AIRAC 08/26 - RX seule,,,,
134,GREN-ATIS,133.855000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Grenoble ATIS 133.855 - AIRAC 08/26 - RX seule,,,,
135,GENEV-INFO,126.350000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Genève Information 126.350 - bassin franco-suisse - AIRAC 08/26 - RX seule,,,,
155,CH-LSGLAD,123.205000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Lausanne LSGL AD 123.205 - source exploitant - RX seule,,,,
156,CH-LSGLAP,118.830000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Lausanne APCH INFO 118.830 - source exploitant - RX seule,,,,
157,CH-SIONGND,121.705000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Sion Ground 121.705 - site officiel aéroport - RX seule,,,,
158,CH-SIONTWR,118.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Sion Tower 118.275 - site officiel aéroport - RX seule,,,,
159,CH-SIONATI,130.630000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Sion ATIS 130.630 - site officiel aéroport - RX seule,,,,
160,CH-SIONAPP,126.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Sion Approach 126.825 - site officiel aéroport - RX seule,,,,
161,ZTH-6M,50.537500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZTH Bourgoin-Jallieu — sortie 6 m analogique FM 50.5375 MHz; REF actif; RX-only,,,,
