Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
15,PMR16,446.193750,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,PMR446 canal 16 — RX par défaut sur UV-K5; émission seulement avec un équipement PMR446 conforme,,,,
20,M01-S,156.050000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 01 — côté navire, réception seule",,,,
21,M01-C,160.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 01 — côté station côtière, réception seule",,,,
22,M02-S,156.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 02 — côté navire, réception seule",,,,
23,M02-C,160.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 02 — côté station côtière, réception seule",,,,
24,M03-S,156.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 03 — côté navire, réception seule",,,,
25,M03-C,160.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 03 — côté station côtière, réception seule",,,,
26,M04-S,156.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 04 — côté navire, réception seule",,,,
27,M04-C,160.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 04 — côté station côtière, réception seule",,,,
28,M05-S,156.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 05 — côté navire, réception seule",,,,
29,M05-C,160.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 05 — côté station côtière, réception seule",,,,
30,M06,156.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 06 — simplex, réception seule",,,,
31,M07-S,156.350000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 07 — côté navire, réception seule",,,,
32,M07-C,160.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 07 — côté station côtière, réception seule",,,,
33,M08,156.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 08 — simplex, réception seule",,,,
34,M09,156.450000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 09 — simplex, réception seule",,,,
35,M10,156.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 10 — simplex, réception seule",,,,
36,M11,156.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 11 — simplex, réception seule",,,,
37,M12,156.600000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 12 — simplex, réception seule",,,,
38,M13,156.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 13 — simplex, réception seule",,,,
39,M14,156.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 14 — simplex, réception seule",,,,
40,M15,156.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 15 — simplex, réception seule",,,,
41,M16,156.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 16 — détresse, sécurité et appel, réception seule",,,,
42,M17,156.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 17 — simplex, réception seule",,,,
43,M18-S,156.900000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 18 — côté navire, réception seule",,,,
44,M18-C,161.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 18 — côté station côtière, réception seule",,,,
45,M19-S,156.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 19 — côté navire, réception seule",,,,
46,M19-C,161.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 19 — côté station côtière, réception seule",,,,
47,M20-S,157.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 20 — côté navire, réception seule",,,,
48,M20-C,161.600000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 20 — côté station côtière, réception seule",,,,
49,M21-S,157.050000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 21 — côté navire, réception seule",,,,
50,M21-C,161.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 21 — côté station côtière, réception seule",,,,
51,M22-S,157.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 22 — côté navire, réception seule",,,,
52,M22-C,161.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 22 — côté station côtière, réception seule",,,,
53,M23-S,157.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 23 — côté navire, réception seule",,,,
54,M23-C,161.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 23 — côté station côtière, réception seule",,,,
55,M24-S,157.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 24 — côté navire, réception seule",,,,
56,M24-C,161.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 24 — côté station côtière, réception seule",,,,
57,M25-S,157.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 25 — côté navire, réception seule",,,,
58,M25-C,161.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 25 — côté station côtière, réception seule",,,,
59,M26-S,157.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 26 — côté navire, réception seule",,,,
60,M26-C,161.900000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 26 — côté station côtière, réception seule",,,,
61,M27-S,157.350000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 27 — côté navire, réception seule",,,,
62,M27-C,161.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 27 — côté station côtière, réception seule",,,,
63,M28-S,157.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 28 — côté navire, réception seule",,,,
64,M28-C,162.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 28 — côté station côtière, réception seule",,,,
65,M60-S,156.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 60 — côté navire, réception seule",,,,
66,M60-C,160.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 60 — côté station côtière, réception seule",,,,
67,M61-S,156.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 61 — côté navire, réception seule",,,,
68,M61-C,160.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 61 — côté station côtière, réception seule",,,,
69,M62-S,156.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 62 — côté navire, réception seule",,,,
70,M62-C,160.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 62 — côté station côtière, réception seule",,,,
71,M63-S,156.175000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 63 — côté navire, réception seule",,,,
72,M63-C,160.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 63 — côté station côtière, réception seule",,,,
73,M64-S,156.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 64 — côté navire, réception seule",,,,
74,M64-C,160.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 64 — côté station côtière, réception seule",,,,
75,M65-S,156.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 65 — côté navire, réception seule",,,,
76,M65-C,160.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 65 — côté station côtière, réception seule",,,,
77,M66-S,156.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 66 — côté navire, réception seule",,,,
78,M66-C,160.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 66 — côté station côtière, réception seule",,,,
79,M67,156.375000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 67 — simplex, réception seule",,,,
80,M68,156.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 68 — simplex, réception seule",,,,
81,M69,156.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 69 — simplex, réception seule",,,,
82,M70,156.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"VHF marine canal 70 — ASN/DSC numérique, réception seule",,,,
83,M71,156.575000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 71 — simplex, réception seule",,,,
84,M72,156.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 72 — simplex, réception seule",,,,
85,M73,156.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 73 — simplex, réception seule",,,,
86,M74,156.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 74 — simplex, réception seule",,,,
87,M75,156.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 75 — simplex, réception seule",,,,
88,M76,156.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 76 — simplex, réception seule",,,,
89,M77,156.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 77 — simplex, réception seule",,,,
90,M78-S,156.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 78 — côté navire, réception seule",,,,
91,M78-C,161.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 78 — côté station côtière, réception seule",,,,
92,M79-S,156.975000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 79 — côté navire, réception seule",,,,
93,M79-C,161.575000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 79 — côté station côtière, réception seule",,,,
94,M80-S,157.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 80 — côté navire, réception seule",,,,
95,M80-C,161.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 80 — côté station côtière, réception seule",,,,
96,M81-S,157.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 81 — côté navire, réception seule",,,,
97,M81-C,161.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 81 — côté station côtière, réception seule",,,,
98,M82-S,157.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 82 — côté navire, réception seule",,,,
99,M82-C,161.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 82 — côté station côtière, réception seule",,,,
100,M83-S,157.175000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 83 — côté navire, réception seule",,,,
101,M83-C,161.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 83 — côté station côtière, réception seule",,,,
102,M84-S,157.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 84 — côté navire, réception seule",,,,
103,M84-C,161.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 84 — côté station côtière, réception seule",,,,
104,M85-S,157.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 85 — côté navire, réception seule",,,,
105,M85-C,161.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 85 — côté station côtière, réception seule",,,,
106,M86-S,157.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 86 — côté navire, réception seule",,,,
107,M86-C,161.925000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,"VHF marine canal 86 — côté station côtière, réception seule",,,,
108,AIS1,161.975000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"AIS 1 / canal 87B — données numériques, réception seule",,,,
109,AIS2,162.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,S,,"AIS 2 / canal 88B — données numériques, réception seule",,,,
120,APRS-1448,144.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,APRS terrestre Europe — réception seule dans l'export public,,,,
121,ISS-VOICE,145.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS voix — descente mondiale 145.800; montée Région 1 sur 145.200 non exportée — RX seule,,,,
122,ISS-PKT-V,145.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS VHF — 145.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
123,ISS-REP,437.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS répéteur — montée 145.990 CTCSS 67 Hz; descente 437.800 — seule la descente est exportée,,,,
124,ISS-PKT-U,437.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS UHF — 437.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
125,ISS-SSTV,437.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS SSTV — descente UHF 437.550 lors des campagnes annoncées — RX seule,,,,
130,AIR-EMERG,121.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Aviation urgence 121.500 - AIRAC 08/26 - RX seule,,,,
131,RNS-COT-A,120.350000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Info/App Cotentin 120.350 - AIRAC 08/26 - RX seule,,,,
132,RNS-NORD,126.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Info/App Nord 126.950 - AIRAC 08/26 - RX seule,,,,
133,RNS-SUD,134.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Info/App Sud 134.000 - AIRAC 08/26 - RX seule,,,,
134,RNS-COT-B,134.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Info/App Cotentin 134.200 - AIRAC 08/26 - RX seule,,,,
135,RNS-GND,121.730000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Sol 121.730 - AIRAC 08/26 - RX seule,,,,
136,RNS-TWR,120.505000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes Tour 120.505 - AIRAC 08/26 - RX seule,,,,
137,RNS-ATIS,136.405000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Rennes ATIS 136.405 - AIRAC 08/26 - RX seule,,,,
138,BES-IRO1,119.575000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Iroise Information 119.575 - AIRAC 08/26 - RX seule,,,,
139,BES-IRO2,135.830000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Iroise Information 135.830 - AIRAC 08/26 - RX seule,,,,
140,BES-APP,125.860000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Iroise Approche 125.860 - AIRAC 08/26 - RX seule,,,,
141,BES-TWR,120.105000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Brest Bretagne Tour 120.105 - AIRAC 08/26 - RX seule,,,,
142,BES-ATIS,129.355000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Brest Bretagne ATIS 129.355 - AIRAC 08/26 - RX seule,,,,
143,DIN-TWR,120.155000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Dinard Tour/A-A 120.155 - AIRAC 08/26 - RX seule,,,,
144,DIN-ATIS,124.580000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Dinard ATIS 124.580 - AIRAC 08/26 - RX seule,,,,
145,QUIM-TWR,118.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Quimper Tour/A-A 118.625 - AIRAC 08/26 - RX seule,,,,
150,CALL-VHF,145.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM 2 m - plan de bande REF/IARU Region 1 - reception seule,,,,
151,CALL-UHF,433.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM mobile 70 cm - plan de bande REF/IARU Region 1 - reception seule,,,,
160,ZBX-IN,145.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZBX R3 input / F5ZEB R71 to F1ZBX R3 bridge RX role — RX seule,,,,
161,ZBX-OUT,145.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZBX R3 output / F1ZBX R3 to F5ZEB R71 bridge RX role — RX seule,,,,
162,ZEB-A,431.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZEB R71 user input RX — RX seule,,,,
163,ZEB-B,438.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZEB R71 output RX — RX seule,,,,
164,ZIS-A,145.237500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZIS transponder side A — RX seule,,,,
165,X432650,432.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZIS transponder side B / F5ZIT transponder side B / F5ZIU transponder side B / F5ZIV transponder side B / F5ZJR transponder side B — RX seule,,,,
166,ZIT-A,145.225000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZIT transponder side A — RX seule,,,,
167,ZIU-A,145.462500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZIU transponder side A — RX seule,,,,
168,ZIV-A,145.487500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZIV transponder side A — RX seule,,,,
169,ZJR-A,145.287500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZJR transponder side A — RX seule,,,,
170,X145262,145.262500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZGS transponder side A / F5ZDV transponder side A / F5ZZL transponder side A — RX seule,,,,
171,ZGS-B,431.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZGS transponder side B — RX seule,,,,
172,ZDV-B,438.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZDV transponder side B — RX seule,,,,
173,ZZL-B,431.375000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZZL transponder side B — RX seule,,,,
174,ZPE-IN,145.137500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZPE repeater input / F1ZBZ repeater emission path — RX seule,,,,
175,ZPE-OUT,145.737500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F5ZPE repeater output / F1ZBZ repeater reception path — RX seule,,,,
176,ZMU-OUT,430.325000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZMU repeater output — RX seule,,,,
177,ZMU-IN,439.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZMU repeater input — RX seule,,,,
178,ZBZ-U,431.200000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZBZ shared UHF side across documented paths — RX seule,,,,
179,ZBZ-VA,145.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZBZ repeater reception path — RX seule,,,,
180,ZBZ-VB,145.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Bretagne — F1ZBZ repeater emission path — RX seule,,,,
