Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
15,PMR16,446.193750,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,PMR446 canal 16 — RX par défaut sur UV-K5; émission seulement avec un équipement PMR446 conforme,,,,
20,CALL-VHF,145.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM 2 m - plan de bande REF/IARU Region 1 - reception seule,,,,
21,CALL-UHF,433.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,Appel FM mobile 70 cm - plan de bande REF/IARU Region 1 - reception seule,,,,
30,APRS-1448,144.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,,APRS terrestre Europe — réception seule dans l'export public,,,,
31,ISS-VOICE,145.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS voix — descente mondiale 145.800; montée Région 1 sur 145.200 non exportée — RX seule,,,,
32,ISS-PKT-V,145.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS VHF — 145.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
33,ISS-REP,437.800000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS répéteur — montée 145.990 CTCSS 67 Hz; descente 437.800 — seule la descente est exportée,,,,
34,ISS-PKT-U,437.825000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS packet/APRS UHF — 437.825 en montée et descente lorsque ce mode est actif — RX seule,,,,
35,ISS-SSTV,437.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,,ISS SSTV — descente UHF 437.550 lors des campagnes annoncées — RX seule,,,,
40,AIR-EMERG,121.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,France / aviation · EMERGENCY · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
41,SXB-FIS1,119.580000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Strasbourg · FIS · LFST · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
42,SXB-FIS2,132.215000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Strasbourg · FIS · LFST · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
43,SXB-FIS3,136.135000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Strasbourg · FIS · LFST · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
44,SXB-APP,118.185000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Strasbourg · APP · LFST · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
45,MLH-FIS1,129.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · FIS · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
46,MLH-FIS2,130.900000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · FIS · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
47,MLH-FIS3,134.680000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · FIS · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
48,MLH-APP1,125.160000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · APP · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
49,MLH-APP2,127.285000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · APP · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
50,MLH-DEL,121.955000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · DEL · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
51,MLH-GND,121.605000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · GND · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
52,MLH-TWR,118.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · TWR · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
53,MLH-ATIS,127.880000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Bâle-Mulhouse · ATIS · LFSB · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
54,ETZ-APP,119.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Metz-Nancy · APP · LFJL · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
55,ETZ-GND,121.705000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Metz-Nancy · GND · LFJL · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
56,ETZ-TWR,122.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Metz-Nancy · TWR · LFJL · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
57,ETZ-ATIS,136.580000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Metz-Nancy · ATIS · LFJL · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
58,ENC-INFO,119.605000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,8.33,,,Nancy-Essey · AFIS · LFSN · SIA AIRAC 08/26 / eAIP courant · RX seule,,,,
70,F5ZAU-O,145.612500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZAU · Dabo / Col du Valsberg · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
71,F5ZAU-I,145.012500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZAU · Dabo / Col du Valsberg · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
72,F1ZDG-O,145.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZDG · Petit Ballon · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
73,F1ZDG-I,145.025000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZDG · Petit Ballon · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
74,F5ZDL-O,145.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZDL · Tilloy-et-Bellay · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
75,F5ZDL-I,145.037500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZDL · Tilloy-et-Bellay · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
76,F1ZAE-O,145.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZAE · Pierrevillers / Metz · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
77,F1ZAE-I,145.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZAE · Pierrevillers / Metz · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
78,F5ZEC-O,145.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZEC · Sexfontaines / Chaumont · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
79,F5ZEC-I,145.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZEC · Sexfontaines / Chaumont · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
80,F5ZCQ-O,145.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZCQ · Rott / Wissembourg · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
81,F5ZCQ-I,145.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZCQ · Rott / Wissembourg · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
82,F1ZPJ-O,145.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZPJ · Saint-Avold · sortie RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
83,F1ZPJ-I,145.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZPJ · Saint-Avold · entrée RX · Grand Est v0.3 radio scope · validé 2026-08-22,,,,
84,F5ZUD-O,145.712500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZUD · Nancy / Vandoeuvre · sortie RX · F6KIM + REF · validé 2026-08-22,,,,
85,F5ZUD-I,145.112500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZUD · Nancy / Vandoeuvre · entrée RX · F6KIM + REF · validé 2026-08-22,,,,
86,F1ZUV-A,144.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZUV · Strasbourg · crossband RX 144.750 · REF67 + REF · validé 2026-08-22,,,,
87,F1ZUV-B,439.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZUV · Strasbourg · crossband RX 439.750 · REF67 + REF · validé 2026-08-22,,,,
88,F5ZAW-A,145.212500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZAW · Bellefosse / Champ du Feu · crossband RX 145.2125 · validé 2026-08-22,,,,
89,F5ZAW-B,433.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZAW · Bellefosse / Champ du Feu · crossband RX 433.425 · validé 2026-08-22,,,,
90,F5ZYS-A,439.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZYS · Dogneville / Bianlout · RX 439.775 · RA88 + REF · validé 2026-08-22,,,,
91,F5ZYS-B,430.375000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZYS · Dogneville / Bianlout · RX 430.375 · RA88 + REF · validé 2026-08-22,,,,
92,XBD-4325,432.537500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,RF partagée crossband · F1ZEK/F5ZFT/F1ZGN/F1ZGP · dédupliquée une seule fois · validée 2026-08-22,,,,
93,F1ZEK-V,145.250000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZEK · Ardennes / Monthermé · côté VHF RX · REF + ADRASEC08 · validé 2026-08-22,,,,
94,F1ZXX-U,432.775000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZXX · Warcq · côté UHF RX · REF + ADRASEC08 · validé 2026-08-22,,,,
95,F1ZXX-V,145.412500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZXX · Warcq · côté VHF RX · REF + ADRASEC08 · validé 2026-08-22,,,,
96,F5ZFT-V,145.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZFT · Saint-Menges · côté VHF RX · UHF 432.5375 partagé · validé 2026-08-22,,,,
97,F1ZGN-V,145.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZGN · Sommedieue · côté VHF RX · UHF 432.5375 partagé · validé 2026-08-22,,,,
98,F1ZGP-V,145.287500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZGP · Bar-le-Duc · côté VHF RX · UHF 432.5375 partagé · validé 2026-08-22,,,,
99,F5ZDJ-O,430.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZDJ · Verdun · sortie RX · REF + ADRASEC08 · validé 2026-08-22,,,,
100,F5ZDJ-I,431.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZDJ · Verdun · entrée RX · REF + ADRASEC08 · validé 2026-08-22,,,,
101,F1ZDA-O,430.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZDA · Petit Ballon · sortie RX · REF68 · validé 2026-08-22,,,,
102,F1ZDA-I,431.675000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZDA · Petit Ballon · entrée RX · REF68 · validé 2026-08-22,,,,
103,F1ZBV-O,145.662500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZBV · Vosges · sortie RX · RA88 + REF · validé 2026-08-22,,,,
104,F1ZBV-I,145.062500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZBV · Vosges · entrée RX · RA88 + REF · validé 2026-08-22,,,,
105,F1ZFL-O,430.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZFL · Erching · sortie RX · REF + AMRA57 · validé 2026-08-22,,,,
106,F1ZFL-I,431.725000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZFL · Erching · entrée RX · REF + AMRA57 · validé 2026-08-22,,,,
107,F5ZCC-O,430.150000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZCC · Theding · sortie RX · REF + AMRA57/F6KFT · validé 2026-08-22,,,,
108,F5ZCC-I,431.750000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F5ZCC · Theding · entrée RX · REF + AMRA57/F6KFT · validé 2026-08-22,,,,
109,F1ZJS-O,439.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZJS · Tromborn · sortie RX · REF + AMRA57 · validé 2026-08-22,,,,
110,F1ZJS-I,431.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,,F1ZJS · Tromborn · entrée RX · REF + AMRA57 · validé 2026-08-22,,,,
120,FLV06,156.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 06 · bateau-bateau · usage interdit sur Rhin PK150-350 · RX seule,,,,
121,FLV08,156.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 08 · travail bateau-bateau · ANFR · RX seule,,,,
122,FLV10,156.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 10 · première voie bateau-bateau · ANFR · RX seule,,,,
123,FLV13,156.650000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 13 · travail bateau-bateau · ANFR · RX seule,,,,
124,FLV72,156.625000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 72 · travail bateau-bateau · ANFR · RX seule,,,,
125,FLV77,156.875000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 77 · travail bateau-bateau · ANFR · RX seule,,,,
126,STR-11,156.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Strasbourg port · écluses Nord/Sud · voie 11 · CCNR 2026 · RX seule,,,,
127,FL19-B,156.950000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 19 · côté bateau · Gambsheim CARING / Koenigsmacker · CCNR 2026 · RX seule,,,,
128,FL19-T,161.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 19 · côté station terrestre · Gambsheim CARING / Koenigsmacker · RX seule,,,,
129,FL20-B,157.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 20 · côté bateau · écluses Rhin/Moselle françaises · CCNR 2026 · RX seule,,,,
130,FL20-T,161.600000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 20 · côté station terrestre · écluses Rhin/Moselle françaises · RX seule,,,,
131,FL22-B,157.100000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 22 · côté bateau · écluses Rhin françaises · CCNR 2026 · RX seule,,,,
132,FL22-T,161.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,25.00,,,Fluvial voie 22 · côté station terrestre · écluses Rhin françaises · RX seule,,,,
